"Country name","Year","Population","Population of children under the age of 1","Population of children under the age of 5","Population of children under the age of 15","Population under the age of 25","Population aged 15 to 64 years","Population at age 1","Population aged 1 to 4 years","Population aged 5 to 9 years","Population aged 10 to 14 years","Population aged 15 to 19 years","Population aged 20 to 29 years","Population aged 30 to 39 years","Population aged 40 to 49 years","Population aged 50 to 59 years","Population aged 60 to 69 years","Population aged 70 to 79 years","Population aged 80 to 89 years","Population aged 90 to 99 years","Population older than 100 years","population__all__15plus__records","population__all__18plus__records"
"Thailand",2020,71475660,658324,3462603,11483264,20588424,50092756,672760,2804279,3942321,4078340,4212015,9944581,10293772,10281239,10712914,8172038,4128137,1835794,384856,27053,59965348,57493896
"Timor",2015,1205822,32069,155727,470847,722564,668849,31082,123658,157670,157450,138215,207510,129220,99405,65695,56302,29444,7979,1193,12,734963,648809
"Timor",2016,1224568,32138,156154,471323,730460,685970,31727,124016,155986,159183,142318,213291,134155,100724,67571,55344,30954,7766,1112,10,753235,664807
"Timor",2017,1243238,31936,156567,471085,737661,703902,31810,124631,154537,159981,146129,219317,139653,101848,69738,54354,32395,7681,1030,8,772145,681812
"Timor",2018,1261850,31781,157204,470234,744102,722621,31624,125423,153339,159691,149468,225821,145515,102834,72165,53434,33724,7698,951,6,791610,699575
"Timor",2019,1280442,31677,157526,468788,749796,742131,31483,125849,152927,158335,152422,232850,151564,103741,74837,52629,34925,7806,876,4,811650,718025
"Timor",2020,1299998,31767,157343,467282,755309,762874,31403,125576,153376,156563,155035,240536,157917,104755,77743,51993,35917,8002,814,4,832712,737735
"Togo",2015,7473232,244621,1171049,3097259,4532031,4160508,237808,926428,1036454,889756,765071,1256586,943909,646499,409153,239941,96935,17357,522,0,4375973,3902707
"Togo",2016,7661361,248419,1185432,3163280,4633252,4274722,241110,937013,1065217,912631,786708,1283344,968072,669609,423548,247686,100657,17920,537,0,4498081,4010104
"Togo",2017,7852799,252150,1201899,3228516,4735852,4392681,245029,949749,1089105,937512,810206,1310290,992324,693420,438648,255496,104801,18542,556,0,4624283,4121863
"Togo",2018,8046680,255173,1219320,3292584,4839132,4513947,248881,964147,1109043,964221,834187,1338546,1016781,717693,454406,263488,109207,19212,576,0,4754096,4237668
"Togo",2019,8243093,258168,1236813,3356274,4942849,4637813,252032,978645,1126649,992812,856783,1369452,1041366,742074,470985,271970,113675,19915,599,0,4886819,4357410
"Togo",2020,8442583,261142,1254110,3419062,5047305,4765332,255154,992968,1141774,1023178,878798,1402891,1066407,766453,488437,280958,118291,20664,622,0,5023521,4481653
"Tokelau",2015,1480,26,142,444,678,884,28,116,157,145,125,205,166,171,150,108,79,30,2,0,1036,960
"Tokelau",2016,1447,25,137,443,662,853,26,112,160,146,120,190,165,169,151,100,74,33,2,0,1004,927
"Tokelau",2017,1512,28,140,465,696,887,27,112,167,158,126,196,181,169,165,99,74,35,2,0,1047,966
"Tokelau",2018,1645,32,150,501,762,976,30,118,171,180,141,222,202,174,187,107,74,35,2,0,1144,1057
"Tokelau",2019,1775,32,160,535,823,1072,34,128,173,202,153,252,217,189,202,117,71,36,3,0,1240,1144
"Tokelau",2020,1845,33,167,549,853,1135,33,134,170,212,161,271,223,200,210,125,67,36,3,0,1296,1194
"Tonga",2015,106140,2698,13569,39017,58791,60761,2713,10871,12900,12548,10868,16243,12709,10884,7316,4966,2940,1081,114,2,67121,60320
"Tonga",2016,105721,2632,13319,38587,58366,60778,2687,10687,12851,12417,10916,16051,12744,10771,7528,4922,2986,1098,117,1,67133,60187
"Tonga",2017,105430,2554,13096,38180,57958,60875,2611,10542,12763,12321,10978,15944,12750,10673,7757,4898,3004,1121,124,1,67249,60294
"Tonga",2018,105167,2498,12839,37717,57493,61036,2534,10341,12742,12136,11058,15968,12674,10584,7979,4923,2999,1140,124,1,67449,60549
"Tonga",2019,104965,2462,12568,37246,57068,61259,2480,10106,12735,11943,11118,16069,12558,10484,8237,5001,2962,1160,129,1,67718,60869
"Tonga",2020,105265,2435,12335,36915,56921,61835,2447,9900,12611,11969,11140,16378,12524,10438,8492,5137,2918,1188,135,0,68350,61456
"Trinidad and Tobago",2015,1460180,19740,100925,298293,498549,1038458,20021,81185,101055,96313,94638,234880,256920,192325,187920,121969,51812,18303,3039,81,1161806,1105225
"Trinidad and Tobago",2016,1469334,19398,99789,298432,495041,1040422,19689,80391,101704,96939,94474,225712,262725,194111,189085,127547,54891,18976,3291,90,1170812,1113885
"Trinidad and Tobago",2017,1478616,19027,98328,298235,492233,1042698,19359,79301,101967,97940,94809,217434,267150,197525,189570,132348,58236,19671,3539,99,1180282,1123017
"Trinidad and Tobago",2018,1504707,18804,97341,298968,496580,1060132,19154,78537,102127,99500,97305,217046,273591,204296,189861,137183,61989,20522,3833,113,1205626,1147212
"Trinidad and Tobago",2019,1519960,18613,96021,298549,496850,1067471,18836,77408,101937,100591,98214,214052,275365,211567,188726,141922,65930,21427,4079,129,1221282,1162505
"Trinidad and Tobago",2020,1518142,18171,94038,296411,490838,1059675,18494,75867,101205,101168,97107,206007,271004,218053,186350,146481,69973,22352,4261,143,1221588,1163293
"Tunisia",2015,11557779,218154,1061326,2802116,4631163,7888709,217104,843172,912462,828328,849962,2000607,1851898,1522869,1241462,727640,396607,148781,15642,195,8755468,8261989
"Tunisia",2016,11685666,217572,1078135,2861049,4637508,7927143,218322,860563,939299,843615,826187,1954772,1876212,1546473,1277951,763170,409199,154020,16422,211,8824406,8340304
"Tunisia",2017,11811441,215759,1084665,2917198,4645866,7963947,217705,868906,971856,860677,810897,1903389,1896645,1572403,1310305,802354,422106,158636,17281,227,8894016,8412265
"Tunisia",2018,11933040,211889,1082450,2965974,4655160,8001144,215858,870561,1005457,878067,805840,1850840,1912810,1598071,1338978,844871,434362,162890,18164,240,8966826,8481110
"Tunisia",2019,12049319,206999,1072264,3004845,4665444,8040018,211961,865265,1037353,895228,811848,1799610,1923470,1623315,1363514,888422,447555,167420,19070,250,9044224,8549575
"Tunisia",2020,12161720,202332,1055845,3034358,4679913,8084071,206930,853513,1063796,914717,825167,1753354,1931943,1649199,1383727,930519,462205,171256,19735,257,9127105,8620320
"Turkey",2015,79646180,1406094,6736195,19600080,33344808,54402184,1374839,5330101,6445025,6418859,6905884,13629735,12700142,10645409,7719117,4924802,2561465,860125,97115,2301,60043790,55934264
"Turkey",2016,81019400,1422265,6871247,19704820,33538412,55449370,1408332,5448982,6471719,6361854,6894141,13807781,12934619,10871047,8018941,5131531,2653728,898922,101430,2436,61312140,57228628
"Turkey",2017,82089820,1419386,6970416,19806988,33600744,56241250,1420603,5551030,6501245,6335327,6805732,13872165,13090981,11101707,8286046,5325014,2754817,938769,105157,2447,62280388,58257610
"Turkey",2018,82809304,1381659,6992744,19904280,33495816,56599990,1413517,5611085,6547138,6364397,6630857,13797611,13167847,11215010,8642879,5492184,2865708,981508,109062,2361,62902664,58991960
"Turkey",2019,83481690,1320756,6923645,19954032,33332812,56890170,1376191,5602889,6622399,6407988,6472751,13704219,13219821,11336815,9006149,5649349,2994017,1028043,114204,2285,63525370,59729428
"Turkey",2020,84135430,1272525,6783399,19949402,33162168,57301988,1316729,5510874,6727744,6438259,6375693,13621960,13265674,11561186,9244328,5818546,3115224,1063289,117916,2215,64183816,60445908
"Turkmenistan",2015,5766427,145691,695013,1754244,2840448,3780400,143381,549322,565816,493415,519015,1121746,820334,637553,524015,249593,102759,34877,2280,11,4012172,3706802
"Turkmenistan",2016,5868568,145222,708013,1797604,2864735,3829048,144444,562791,591006,498585,508367,1119891,850134,646349,536471,270411,101207,35645,2478,11,4070953,3770819
"Turkmenistan",2017,5968388,143619,713939,1841022,2887748,3873945,143963,570320,618233,508850,498998,1111619,882525,655676,546285,291483,101384,36714,2671,11,4127355,3832116
"Turkmenistan",2018,6065072,141379,713380,1882225,2908751,3916907,142366,572001,645415,523430,492058,1099492,915403,664928,554093,312714,103434,37869,2846,10,4182837,3890967
"Turkmenistan",2019,6158424,138904,707671,1919461,2929145,3959231,140154,568767,669913,541877,488678,1082799,948815,674918,560238,334276,107366,38868,2995,10,4238953,3947279
"Turkmenistan",2020,6250442,136395,698575,1952179,2951068,4003504,137755,562180,689477,564127,489439,1064631,981451,686421,565130,355559,113135,39402,3084,11,4298252,4002645
"Turks and Caicos Islands",2015,36556,451,2127,6863,11453,26667,438,1676,2357,2379,2482,4677,6967,6425,4566,2548,1212,694,121,1,29692,28195
"Turks and Caicos Islands",2016,38267,479,2206,6936,11806,28003,453,1727,2360,2370,2531,5010,7193,6750,4875,2776,1330,730,135,1,31330,29818
"Turks and Caicos Islands",2017,39865,510,2328,7032,12145,29207,481,1818,2322,2382,2557,5300,7387,7040,5187,3010,1443,760,148,1,32832,31314
"Turks and Caicos Islands",2018,41516,530,2436,7166,12474,30416,513,1906,2295,2435,2563,5602,7570,7320,5525,3254,1560,795,160,1,34349,32833
"Turks and Caicos Islands",2019,43104,540,2539,7311,12745,31578,532,1999,2268,2504,2550,5890,7726,7599,5849,3499,1683,828,167,2,35791,34292
"Turks and Caicos Islands",2020,44297,549,2632,7447,12894,32428,541,2083,2258,2557,2522,6055,7789,7831,6110,3730,1805,838,168,2,36848,35378
"Tuvalu",2015,10896,245,1261,3442,5462,6852,245,1016,1159,1022,1025,1876,1262,1117,1194,629,261,83,7,0,7454,6834
"Tuvalu",2016,10876,241,1236,3424,5405,6850,242,995,1180,1008,1003,1874,1304,1068,1208,655,255,78,7,0,7452,6849
"Tuvalu",2017,10850,242,1209,3412,5350,6835,238,967,1196,1007,983,1874,1344,1013,1216,675,250,75,8,0,7438,6851
"Tuvalu",2018,10883,249,1202,3426,5332,6836,241,953,1203,1021,960,1883,1384,979,1206,703,254,79,9,0,7457,6883
"Tuvalu",2019,10983,254.00002,1211,3461,5349,6877,249,957,1200,1050,947,1887,1432,975,1182,739,269,83,8,0,7522,6955
"Tuvalu",2020,11090,257,1227,3501,5376,6918,252.99998,970,1191,1083,942,1885,1486,981,1141,780,280,87,7,0,7589,7024
"Uganda",2015,37477356,1420344,6800902,18177008,26334912,18717892,1385719,5380558,6059081,5317025,4490251,6453985,3617650,2373152,1354004,708859,240771,58867,2807,3,19300346,16512417
"Uganda",2016,38748308,1441754,6910614,18580840,27067758,19556756,1406205,5468860,6199737,5470490,4646752,6791272,3798417,2460110,1415744,745903,246995,59054,3202,19,20167450,17280506
"Uganda",2017,40127096,1473152,7031366,18992554,27829922,20492672,1429668,5558214,6341870,5619318,4817561,7152643,4020659,2553671,1486082,783791,256968,59413,3702,52,21134490,18142482
"Uganda",2018,41515400,1514008,7169760,19412680,28582232,21429192,1461364,5655752,6481905,5761014,4984039,7499551,4259985,2644286,1560873,819604,270929,59411,3967,76,22102644,19011812
"Uganda",2019,42949076,1554061,7328969,19842790,29342044,22399618,1502866,5774908,6614421,5899400,5151082,7847676,4521734,2738648,1640182,853518,289850,59320,4182,96,23106192,19917936
"Uganda",2020,44404610,1591577,7504005,20279636,30098876,23385718,1543227,5912428,6736040,6039590,5312510,8191610,4802237,2836732,1721798,886564,310264,58872,4277,110,24124864,20842872
"Ukraine",2015,44982570,459938,2456460,6822735,11765717,31078140,492507,1996522,2384717,1981558,2133357,6426663,7039067,6153992,6529536,4957809,3391427,1353214,172770,1996,38157836,36953390
"Ukraine",2016,44833570,424172,2387429,6873430,11566246,30771900,459703,1963257,2442083,2043918,2033639,6133850,7132075,6202552,6460264,5148067,3263148,1389449,194656,2440,37957700,36797464
"Ukraine",2017,44657260,399327,2281557,6896025,11374820,30465306,423936,1882230,2487973,2126495,1964204,5822660,7224742,6246268,6363332,5290055,3153328,1477684,216158,2803,37758430,36619216
"Ukraine",2018,44446950,367537,2143461,6870285,11193606,30190988,399289,1775924,2509427,2217397,1940214,5520228,7289892,6288230,6247219,5415682,3052776,1581819,237665,2941,37573724,36424172
"Ukraine",2019,44211100,352336,2002464,6809072,11025070,29921318,367303,1650128,2496853,2309755,1951675,5228423,7310384,6345016,6116869,5488262,3033930,1669990,254456,3022,37399004,36213620
"Ukraine",2020,43909664,344520,1886243,6730137,10864832,29631432,351903,1541723,2457264,2386630,1983646,4952340,7272377,6402709,5988752,5543722,3060953,1712376,258284,4369,37175160,35947240
"United Arab Emirates",2015,8916909,102817,522185,1276710,2863437,7580097,104183,419368,420880,333645,559903,2547244,2914727,1231032,286710,61498,27482,10184,1400,19,7640180,7347781
"United Arab Emirates",2016,8994266,100055,513823,1288760,2785601,7631037,101778,413768,452950,321987,519483,2438274,2925854,1340284,353909,79845,31996,14192,1641,28,7705478,7437782
"United Arab Emirates",2017,9068297,97705,503905,1305518,2704932,7671383,98951,406200,477126,324487,470070,2342453,2926219,1436369,427550,102079,36482,19493,2024,40,7762739,7525160
"United Arab Emirates",2018,9140172,96598,493662,1328009,2619959,7700680,96607,397064,491811,342536,415171,2251456,2924139,1517359,505424,128768,41335,25857,2614,40,7812123,7604998
"United Arab Emirates",2019,9211660,97194,485514,1355237,2531837,7720911,95650,388320,498197,371526,361994,2155954,2927165,1582705,584697,160377,47134,32879,3484,34,7856389,7673223
"United Arab Emirates",2020,9287286,98049,482234,1387613,2433877,7746063,96716,384185,500284,405095,322712,2001334,2956434,1679182,659268,189000,51779,35950,3986,28,7899645,7725836
"United Kingdom",2015,65224370,781622,4026010,11558555,19670644,42056748,786558,3244388,3954534,3578011,3842484,8734403,8498726,8952128,8515375,7115298,4890124,2565017,538418,13841,53651972,51398200
"United Kingdom",2016,65655204,781404,4005229,11686882,19710278,42167480,785503,3223825,4038368,3643285,3788064,8735921,8603661,8802138,8694587,7128274,5047165,2603982,550699,13830,53954492,51748024
"United Kingdom",2017,66064810,769399,3965365,11809782,19741116,42268576,784913,3195966,4102579,3741838,3725727,8731452,8715628,8650501,8840410,7100917,5261503,2651326,563918,13645,54241380,52078140
"United Kingdom",2018,66432996,745833,3911082,11897055,19755896,42364000,772559,3165249,4133614,3852359,3679368,8706525,8822448,8516810,8958777,7090638,5470232,2702100,575501,13543,54522400,52373040
"United Kingdom",2019,66778660,721803,3847036,11936075,19749692,42468024,748729,3125233,4138185,3950854,3666429,8661245,8890551,8433421,9051662,7139774,5636186,2753307,595244,14764,54827820,52652748
"United Kingdom",2020,67059470,695204,3757260,11928773,19717468,42575480,724488,3062056,4130313,4041200,3689876,8583263,8928713,8396630,9110941,7234399,5770255,2781349,617779,17493,55113204,52887464
"United States",2015,324607780,3989465,20095482,62640084,106832230,215458690,3996151,16106017,21236796,21307804,21442032,45283476,42658324,42127540,44495910,34816530,19188100,9743962,2148975,62841,261904850,249045490
"United States",2016,327210200,3981196,20101816,62739956,106745220,216460940,4010290,16120619,21178198,21459942,21540872,45386444,43328236,41894604,44406640,35887990,19973256,9807999,2175584,68618,264401630,251433000
"United States",2017,329791230,3946142,20095948,62844770,106676920,217259150,4001939,16149805,21021816,21727004,21648568,45442850,43997944,41849910,44189810,36615508,21058776,9870434,2198528,74132,266872340,253846720
"United States",2018,332140030,3884966,20021464,62811076,106557360,218187040,3959661,16136498,20824568,21965044,21769562,45411656,44593664,41885420,43926260,37408200,22114840,9968600,2175199,75558,269253400,256203520
"United States",2019,334319680,3821452,19848556,62637800,106404730,218886770,3891189,16027104,20697076,22092168,21895120,45278736,45139104,41938816,43693936,38441936,22961404,10096043,2157823,78955,271602900,258510260
"United States",2020,335942000,3729770,19527692,62187400,106059260,219253390,3825718,15797921,20626942,22032766,21964938,45113500,45581348,41924790,43489470,39581588,23576836,10227970,2209593,84569,273670050,260505800
"United States Virgin Islands",2015,102808,1357,7052,20031,31359,65037,1372,5695,6926,6053,5632,10839,12197,14093,15395,13618,8096,2514,390,3,82774,79404
"United States Virgin Islands",2016,102330,1326,6818,19875,30833,64227,1343,5492,7033,6024,5406,10689,12034,13814,15365,13598,8542,2606,397,4,82451,79187
"United States Virgin Islands",2017,101860,1293,6647,19742,30362,63460,1313,5354,7050,6045,5262,10548,11836,13527,15284,13578,8971,2703,405,4,82114,78902
"United States Virgin Islands",2018,101377,1256,6495,19610,29915,62720,1281,5239,7003,6112,5172,10392,11621,13258,15166,13569,9355,2818,411,5,81762,78576
"United States Virgin Islands",2019,100837,1220,6338,19440,29460,61985,1246,5118,6902,6200,5128,10196,11409,13023,15012,13585,9673,2947,418,6,81391,78215
"United States Virgin Islands",2020,100452,1186,6193,19351,29310,61365,1214,5007,6744,6414,5214,10035,11190,12821,14822,13617,9898,3073,424,7,81094,77854
"Upper-middle-income countries",2015,2434787600,35283360,176679140,506189250,856918700,1699444500,35574650,141395780,168732980,160777150,165511970,396328200,357066700,371588220,289257500,203345140,100313030,40355750,4748690,83257,1928515200,1830627300
"Upper-middle-income countries",2016,2453269200,34891588,176853300,508307360,850276900,1705806200,35217680,141961700,170555460,160898600,163794640,389741500,363239460,368731800,297085020,212753860,102597880,41833696,5095484,88451,1944873300,1847326000
"Upper-middle-income countries",2017,2471104800,35066630,176346350,511122660,847184900,1709896700,34825010,141279730,172743680,162032620,162222740,380445470,371936600,365870720,303410800,221470060,105733736,43355100,5443517,93332,1959888800,1862857900
"Upper-middle-income countries",2018,2487462700,33428184,173955870,512491740,844009600,1713193600,35006068,140527700,174570340,163965520,161140160,370469800,381288900,361396740,311212860,229029200,109629790,44869036,5835871,98539,1974872300,1878671400
"Upper-middle-income countries",2019,2501414100,31267764,169605920,511566750,839552800,1716253700,33372278,138338160,175670300,166290530,160655740,360299200,389510800,356090020,323031940,233177800,114500590,46258750,6217487,105037,1989742300,1894094200
"Upper-middle-income countries",2020,2512477200,29351406,163700940,508422600,833851260,1718595600,31221714,134349540,176303360,168418290,160378030,349510980,397258700,351664770,336191040,234490400,120408070,47475764,6563230,113585,2003941000,1907906200
"Uruguay",2015,3402820,47699,236449,719411,1237501,2181878,47355,188750,237287,245675,260225,498920,454237,423171,385681,296497,214237,118643,29336,2462,2680947,2526856
